"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Discount","PaymentMethod","ShippingCost","Category","SalesChannel","ReturnStatus","ShipmentProvider","WarehouseLocation","OrderPriority"
761259,"SKU_1663","Backpack",8,"2021-06-13 21:00",16.46,84277,"United Kingdom",0.28,"Bank Transfer",6.89,"Furniture","In-store","Not Returned","UPS","Amsterdam","Low"
670864,"SKU_1473","Backpack",42,"2023-08-05 07:00",52.88,41507,"Belgium",0.45,"paypall",6.6,"Furniture","Online","Not Returned","Royal Mail","Rome","Medium"
539991,"SKU_1041","Headphones",40,"2023-07-02 06:00",39.05,71670,"United States",0.33,"paypall",29.05,"Stationery","Online","Not Returned","DHL","London","High"
320651,"SKU_1367","Notebook",22,"2023-09-20 12:00",90.92,28917,"United Kingdom",0.39,"Bank Transfer",20.57,"Electronics","In-store","Not Returned","DHL","Paris","High"
794379,"SKU_1307","USB Cable",22,"2020-09-28 15:00",89.3,56660,"Germany",0.09,"Bank Transfer",5.03,"Apparel","Online","Not Returned","UPS","London","Low"
172623,"SKU_1652","Notebook",34,"2025-07-24 08:00",45.96,29908,"United Kingdom",0.28,"paypall",25.1,"Electronics","Online","Not Returned","Royal Mail","Berlin","Low"
937084,"SKU_1423","USB Cable",32,"2024-11-29 01:00",54.71,67155,"Germany",0.3,"Credit Card",23.48,"Apparel","In-store","Not Returned","FedEx","Paris","Low"
294145,"SKU_1152","Office Chair",19,"2023-04-27 08:00",3.29,30620,"Sweden",0.18,"Credit Card",23.47,"Electronics","In-store","Not Returned","Royal Mail","Amsterdam","High"
809533,"SKU_1559","Headphones",25,"2025-03-04 13:00",73.86,38144,"United States",0.1,"paypall",8.64,"Furniture","In-store","Not Returned","Royal Mail","Rome","Medium"
319854,"SKU_1666","Wireless Mouse",48,"2022-01-16 04:00",17.61,98290,"Portugal",0.32,"Credit Card",5.98,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","Low"
585514,"SKU_1733","Wall Clock",31,"2020-09-21 08:00",42.25,80251,"Spain",0.2,"Bank Transfer",10.47,"Stationery","Online","Not Returned","Royal Mail","Paris","High"
121650,"SKU_1735","Desk Lamp",49,"2020-11-13 17:00",64,91644,"Sweden",0,"Credit Card",15.74,"Stationery","In-store","Not Returned","UPS","Amsterdam","Low"
189751,"SKU_1895","Backpack",36,"2022-04-16 00:00",36.97,16452,"United States",0,"Credit Card",20.11,"Electronics","Online","Not Returned","FedEx","London","High"
222013,"SKU_1826","Wall Clock",11,"2021-05-12 22:00",45.93,83521,"United States",0.47,"paypall",9.27,"Accessories","In-store","Not Returned","FedEx","Paris","Medium"
745697,"SKU_1027","Wall Clock",34,"2024-05-02 22:00",19.8,39033,"United Kingdom",0.25,"paypall",6.95,"Electronics","In-store","Not Returned","FedEx","Berlin","High"
323617,"SKU_1445","Wireless Mouse",4,"2025-05-03 22:00",91.3,20901,"United States",0.16,"Bank Transfer",6.14,"Apparel","Online","Not Returned","UPS","Amsterdam","Medium"
857907,"SKU_1007","Office Chair",17,"2020-03-01 17:00",39.28,52981,"Portugal",0.15,"paypall",23.45,"Apparel","Online","Not Returned","UPS","Berlin","High"
333982,"SKU_1015","White Mug",10,"2021-08-19 16:00",40.82,73922,"United States",0.26,"Bank Transfer",13.94,"Apparel","Online","Not Returned","DHL","Paris","Low"
546395,"SKU_1176","Desk Lamp",18,"2023-10-20 08:00",59.14,85519,"France",0.22,"Credit Card",10.39,"Electronics","In-store","Not Returned","UPS","Amsterdam","High"
325295,"SKU_1348","Blue Pen",38,"2021-10-25 21:00",95.68,54510,"Portugal",0.03,"Bank Transfer",17.94,"Electronics","Online","Not Returned","Royal Mail","Rome","High"
947839,"SKU_1601","T-shirt",2,"2023-04-20 15:00",96.42,25066,"Sweden",0.14,"paypall",10.41,"Accessories","In-store","Returned","DHL","Paris","Medium"
620114,"SKU_1276","Wall Clock",20,"2021-02-09 02:00",4.23,61275,"Belgium",0.08,"Bank Transfer",28.48,"Electronics","In-store","Not Returned","FedEx","Amsterdam","High"
566441,"SKU_1539","Backpack",33,"2021-05-18 21:00",54.71,67350,"United States",0.36,"Bank Transfer",20.13,"Furniture","Online","Not Returned","Royal Mail","Berlin","High"
379086,"SKU_1606","Backpack",47,"2023-10-13 09:00",66.24,10010,"United Kingdom",0.22,"Credit Card",22.94,"Furniture","In-store","Not Returned","UPS","Amsterdam","High"
661327,"SKU_1486","USB Cable",11,"2023-08-26 05:00",72.48,39862,"United Kingdom",0.06,"Credit Card",25.14,"Stationery","In-store","Not Returned","UPS","Berlin","Low"
894865,"SKU_1131","USB Cable",42,"2020-12-29 16:00",42.62,25921,"United States",0.16,"paypall",14.56,"Accessories","Online","Returned","UPS","Rome","High"
986837,"SKU_1935","USB Cable",45,"2023-02-10 00:00",30.72,85257,"Germany",0.48,"Bank Transfer",21.02,"Furniture","Online","Not Returned","FedEx","Paris","High"
400201,"SKU_1991","Desk Lamp",7,"2023-07-13 17:00",44.79,61573,"Australia",0.26,"Bank Transfer",10.4,"Furniture","In-store","Not Returned","UPS","Rome","Medium"
950741,"SKU_1274","White Mug",6,"2020-04-29 10:00",52.28,90331,"Netherlands",0.22,"Credit Card",19.52,"Furniture","Online","Not Returned","UPS","Berlin","Low"
220118,"SKU_1736","White Mug",26,"2021-07-22 19:00",43.83,36741,"Portugal",0.19,"Bank Transfer",14.53,"Apparel","Online","Not Returned","DHL","Rome","Medium"
385815,"SKU_1495","Desk Lamp",49,"2021-06-20 01:00",43.29,36003,"Belgium",0.19,"Bank Transfer",22.06,"Stationery","Online","Not Returned","FedEx","London","Medium"
530754,"SKU_1483","Notebook",12,"2022-07-18 01:00",76.65,60695,"Netherlands",0.32,"Credit Card",16.09,"Apparel","Online","Not Returned","Royal Mail","London","Medium"
866887,"SKU_1996","Wireless Mouse",3,"2021-01-03 23:00",61.47,63486,"Netherlands",0.01,"paypall",14.8,"Stationery","In-store","Not Returned","UPS","Paris","Low"
718173,"SKU_1601","T-shirt",45,"2022-03-05 02:00",14.78,98241,"Italy",0.05,"Credit Card",18.34,"Accessories","In-store","Not Returned","UPS","Berlin","Low"
391190,"SKU_1849","Wireless Mouse",43,"2023-02-07 23:00",59.81,80104,"Italy",0.27,"Credit Card",25.49,"Accessories","In-store","Not Returned","DHL","Paris","High"
957910,"SKU_1751","Office Chair",36,"2024-11-30 05:00",44.37,72708,"Italy",0.44,"paypall",8.26,"Electronics","Online","Not Returned","Royal Mail","Amsterdam","Low"
262818,"SKU_1360","Wall Clock",5,"2021-11-05 14:00",46.49,85701,"United States",0.03,"Credit Card",10.71,"Furniture","Online","Not Returned","UPS","Amsterdam","Low"
919285,"SKU_1611","Headphones",30,"2024-08-10 00:00",68.96,79712,"Portugal",0.46,"paypall",17.74,"Apparel","In-store","Not Returned","FedEx","Paris","Medium"
504567,"SKU_1188","USB Cable",23,"2023-02-21 16:00",28.91,82807,"Germany",0.37,"Bank Transfer",8.4,"Electronics","Online","Not Returned","UPS","London","Low"
966971,"SKU_1147","Notebook",46,"2023-01-15 09:00",52.2,50764,"Norway",0.25,"paypall",12.78,"Accessories","Online","Not Returned","Royal Mail","London","High"
240707,"SKU_1820","Office Chair",13,"2023-01-20 11:00",95.85,33112,"Norway",0.05,"Credit Card",20.46,"Accessories","Online","Not Returned","DHL","Rome","Low"
874751,"SKU_1994","Headphones",30,"2020-12-11 17:00",59.1,45310,"Germany",0.06,"Bank Transfer",5.92,"Stationery","Online","Not Returned","FedEx","Paris","Medium"
191544,"SKU_1450","Desk Lamp",6,"2022-02-10 19:00",10.85,46264,"Spain",0.44,"Bank Transfer",18.06,"Electronics","Online","Not Returned","FedEx","Rome","Medium"
566401,"SKU_1450","T-shirt",36,"2023-03-05 01:00",2.19,32192,"Portugal",0.34,"Bank Transfer",22.11,"Electronics","In-store","Not Returned","UPS","Amsterdam","High"
191563,"SKU_1861","Backpack",48,"2020-11-10 12:00",87.27,12228,"Germany",0.32,"Bank Transfer",18.11,"Electronics","In-store","Returned","FedEx","London","High"
294042,"SKU_1659","Wireless Mouse",43,"2023-08-31 03:00",11.06,96069,"Australia",0.41,"Credit Card",13.8,"Electronics","Online","Not Returned","DHL","Rome","Medium"
722794,"SKU_1912","Wireless Mouse",30,"2020-01-12 06:00",60.15,13471,"Italy",0.36,"Bank Transfer",15.3,"Accessories","In-store","Not Returned","DHL","London","Medium"
201477,"SKU_1757","Wall Clock",6,"2023-03-11 11:00",72.23,67276,"United Kingdom",0.39,"paypall",11.95,"Furniture","Online","Not Returned","DHL","Rome","Low"
561212,"SKU_1766","Backpack",5,"2021-06-06 19:00",5.38,92021,"Germany",0.19,"paypall",20.43,"Accessories","In-store","Not Returned","UPS","Paris","Medium"
145091,"SKU_1130","T-shirt",36,"2024-07-30 19:00",52.49,94194,"Netherlands",0.43,"Credit Card",7.27,"Accessories","In-store","Not Returned","FedEx","Rome","High"
147462,"SKU_1897","Notebook",21,"2025-03-07 09:00",14.75,83950,"Sweden",0.5,"Credit Card",6.51,"Accessories","Online","Not Returned","UPS","Rome","Medium"
611854,"SKU_1826","Wall Clock",24,"2023-07-01 20:00",26.85,34529,"Netherlands",0.24,"Bank Transfer",19.57,"Stationery","In-store","Not Returned","Royal Mail","Berlin","Medium"
768636,"SKU_1755","Headphones",42,"2025-08-22 07:00",56.81,97156,"Norway",0.03,"paypall",16.38,"Furniture","In-store","Returned","Royal Mail","Rome","Low"
758565,"SKU_1596","Desk Lamp",27,"2022-11-09 15:00",37.65,32622,"Sweden",0.04,"Bank Transfer",15.9,"Electronics","Online","Not Returned","UPS","Amsterdam","Medium"
451136,"SKU_1377","Blue Pen",41,"2020-12-31 16:00",98.23,53430,"Sweden",0.24,"paypall",25.74,"Apparel","Online","Not Returned","Royal Mail","London","Low"
278936,"SKU_1064","USB Cable",43,"2020-04-27 08:00",82.74,63914,"Spain",0.44,"Bank Transfer",28.05,"Accessories","In-store","Not Returned","UPS","Berlin","Low"
725633,"SKU_1360","Wireless Mouse",13,"2022-12-17 12:00",86,43468,"Italy",0.4,"Credit Card",15.24,"Apparel","Online","Not Returned","FedEx","Berlin","Medium"
443627,"SKU_1698","Wall Clock",19,"2025-06-20 11:00",73.49,11326,"Germany",0.4,"Credit Card",23.62,"Accessories","Online","Not Returned","UPS","Berlin","Low"
899963,"SKU_1833","Wireless Mouse",49,"2024-10-07 21:00",55.36,78593,"Spain",0.22,"Credit Card",21.08,"Furniture","Online","Not Returned","FedEx","Amsterdam","High"
253560,"SKU_1166","Office Chair",1,"2021-10-13 14:00",46.6,61421,"France",0.45,"Bank Transfer",5.17,"Furniture","Online","Not Returned","DHL","London","High"
172746,"SKU_1405","Wall Clock",38,"2021-09-05 14:00",50.79,67970,"Norway",0.32,"paypall",23.26,"Electronics","In-store","Not Returned","Royal Mail","Amsterdam","Medium"
891327,"SKU_1468","USB Cable",28,"2020-04-26 14:00",68.78,11389,"United Kingdom",0.38,"Credit Card",8.79,"Furniture","In-store","Not Returned","FedEx","Rome","High"
474842,"SKU_1207","Desk Lamp",6,"2021-01-10 09:00",66.84,34928,"Belgium",0.12,"Bank Transfer",10.41,"Furniture","In-store","Not Returned","UPS","Rome","Medium"
381466,"SKU_1012","Desk Lamp",37,"2022-07-22 16:00",76.92,65921,"France",0.42,"paypall",26.27,"Electronics","In-store","Not Returned","DHL","Rome","Low"
777823,"SKU_1235","White Mug",31,"2021-12-26 08:00",66.31,14384,"Germany",0.46,"Bank Transfer",27.38,"Stationery","Online","Not Returned","Royal Mail","Rome","High"
387795,"SKU_1590","Desk Lamp",21,"2021-09-04 04:00",5.76,35854,"Sweden",0.3,"Bank Transfer",23.84,"Stationery","Online","Not Returned","FedEx","Paris","Low"
185015,"SKU_1412","Wireless Mouse",34,"2021-10-18 17:00",65.05,91775,"Belgium",0.27,"Bank Transfer",22.05,"Apparel","In-store","Not Returned","FedEx","Paris","Low"
343677,"SKU_1165","T-shirt",36,"2023-08-16 08:00",47.38,94199,"Sweden",0.16,"Bank Transfer",7.66,"Accessories","Online","Not Returned","FedEx","Paris","Medium"
382753,"SKU_1074","Wireless Mouse",43,"2020-02-26 05:00",18.9,44705,"Australia",0.36,"Credit Card",10.36,"Apparel","Online","Not Returned","FedEx","Rome","Medium"
516232,"SKU_1072","Headphones",37,"2021-10-21 12:00",45.39,96015,"Portugal",0.3,"Bank Transfer",27.36,"Apparel","Online","Not Returned","UPS","Rome","High"
280956,"SKU_1321","Desk Lamp",6,"2025-02-14 03:00",50.45,90393,"Germany",0.25,"Bank Transfer",27.28,"Accessories","Online","Not Returned","Royal Mail","Amsterdam","High"
940195,"SKU_1161","White Mug",9,"2025-01-27 22:00",82.33,86549,"Belgium",0.18,"Bank Transfer",12.27,"Stationery","In-store","Not Returned","Royal Mail","London","High"
703148,"SKU_1415","Blue Pen",11,"2022-03-06 08:00",26.15,36439,"Australia",0.04,"paypall",14.88,"Stationery","In-store","Not Returned","Royal Mail","Berlin","Medium"
382961,"SKU_1532","Backpack",5,"2025-05-10 00:00",71.25,96951,"United Kingdom",0.39,"paypall",7.64,"Accessories","Online","Not Returned","DHL","Paris","High"
516706,"SKU_1921","Office Chair",15,"2021-11-10 03:00",68.69,16447,"United States",0.22,"Bank Transfer",22.19,"Furniture","Online","Not Returned","DHL","Paris","Low"
401672,"SKU_1355","Wall Clock",29,"2025-03-06 02:00",48.05,71518,"Germany",0.03,"paypall",13.06,"Furniture","Online","Not Returned","UPS","Berlin","Low"
870570,"SKU_1376","Wireless Mouse",38,"2024-12-31 02:00",43.11,22264,"Belgium",0.27,"Credit Card",24.8,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","Medium"
881800,"SKU_1075","Wall Clock",31,"2024-07-06 13:00",81.32,99761,"France",0.29,"Credit Card",13.87,"Furniture","In-store","Not Returned","DHL","London","Medium"
869189,"SKU_1382","Blue Pen",25,"2021-10-15 15:00",41.87,90668,"Norway",0.12,"Bank Transfer",12.55,"Apparel","Online","Not Returned","Royal Mail","London","Medium"
727045,"SKU_1310","Notebook",36,"2023-10-11 00:00",30.13,15372,"United States",0.43,"Credit Card",19.28,"Electronics","Online","Not Returned","UPS","Berlin","Low"
273441,"SKU_1318","USB Cable",25,"2022-05-22 18:00",92.47,67270,"Germany",0.29,"Bank Transfer",24.99,"Furniture","In-store","Not Returned","DHL","Berlin","Low"
700600,"SKU_1294","USB Cable",14,"2020-09-02 04:00",38.41,37164,"Belgium",0.29,"paypall",23.12,"Furniture","In-store","Not Returned","FedEx","London","High"
869708,"SKU_1875","Wireless Mouse",27,"2022-03-01 13:00",89.38,40652,"Norway",0.21,"Credit Card",29.45,"Furniture","In-store","Returned","Royal Mail","Berlin","Medium"
984315,"SKU_1835","Notebook",2,"2024-06-24 18:00",38.17,32817,"Australia",0.03,"Credit Card",18.07,"Furniture","Online","Not Returned","FedEx","Berlin","Medium"
329921,"SKU_1464","Office Chair",2,"2024-10-16 21:00",5.43,72177,"Portugal",0.14,"paypall",8.61,"Accessories","Online","Not Returned","FedEx","Paris","Medium"
122393,"SKU_1741","Wall Clock",7,"2025-03-20 20:00",36.8,60095,"Netherlands",0.07,"Bank Transfer",11.71,"Apparel","In-store","Not Returned","DHL","Paris","High"
272207,"SKU_1929","Backpack",39,"2024-12-17 23:00",57.62,26791,"France",0.36,"Bank Transfer",19.58,"Furniture","Online","Not Returned","UPS","Berlin","High"
671572,"SKU_1021","Desk Lamp",48,"2023-08-14 05:00",24.5,21050,"Germany",0.18,"paypall",27.11,"Apparel","Online","Not Returned","Royal Mail","Paris","Low"
642659,"SKU_1169","Headphones",35,"2022-04-18 02:00",45.4,28677,"Netherlands",0.41,"Bank Transfer",23.25,"Accessories","Online","Not Returned","UPS","Paris","Low"
487695,"SKU_1660","Wireless Mouse",44,"2024-11-12 21:00",72.01,88475,"United States",0.33,"paypall",10.54,"Apparel","In-store","Not Returned","Royal Mail","Berlin","High"
904176,"SKU_1342","Wireless Mouse",27,"2023-07-31 05:00",52.74,28255,"Belgium",0.37,"paypall",6.35,"Electronics","Online","Not Returned","Royal Mail","Paris","Medium"
259011,"SKU_1883","Wall Clock",8,"2021-06-09 19:00",20.47,68815,"Portugal",0.44,"Credit Card",10.82,"Electronics","In-store","Not Returned","Royal Mail","Rome","Medium"
584780,"SKU_1106","Backpack",4,"2022-11-25 11:00",3.52,82235,"Sweden",0.45,"Credit Card",13,"Apparel","Online","Returned","FedEx","Rome","High"
227016,"SKU_1934","T-shirt",39,"2020-02-06 05:00",36.2,81627,"Belgium",0.14,"Credit Card",21.94,"Apparel","In-store","Not Returned","FedEx","London","High"
268925,"SKU_1807","Wall Clock",40,"2025-03-03 01:00",3.83,88241,"Belgium",0.48,"Credit Card",18.12,"Furniture","In-store","Not Returned","FedEx","Berlin","Medium"
650785,"SKU_1526","Wall Clock",14,"2025-06-30 12:00",20.1,46737,"Australia",0.32,"Credit Card",25.97,"Electronics","In-store","Not Returned","DHL","Amsterdam","High"
789270,"SKU_1892","Wall Clock",44,"2021-09-26 19:00",84.43,56962,"Germany",0.37,"paypall",21.82,"Furniture","Online","Not Returned","DHL","London","Medium"
426459,"SKU_1370","White Mug",35,"2020-04-23 18:00",65.15,65949,"Italy",0.24,"paypall",6.68,"Accessories","In-store","Not Returned","Royal Mail","Berlin","Low"
623292,"SKU_1422","Notebook",7,"2022-04-16 06:00",40.17,45625,"Australia",0.19,"Bank Transfer",23.7,"Furniture","In-store","Not Returned","UPS","Amsterdam","High"
446262,"SKU_1230","Wireless Mouse",36,"2025-06-12 13:00",52.03,18395,"Sweden",0.45,"paypall",7.42,"Apparel","In-store","Not Returned","UPS","Berlin","High"
373219,"SKU_1214","Blue Pen",22,"2022-07-30 02:00",34.53,71025,"Italy",0.17,"paypall",8.29,"Furniture","In-store","Not Returned","DHL","London","Low"
180379,"SKU_1798","Desk Lamp",18,"2024-08-31 07:00",92.53,32525,"Norway",0.45,"Credit Card",6.01,"Electronics","Online","Not Returned","DHL","Amsterdam","Medium"
637507,"SKU_1137","Notebook",40,"2022-12-31 17:00",74.02,68581,"United Kingdom",0.39,"Credit Card",19.99,"Electronics","Online","Not Returned","Royal Mail","Amsterdam","Low"
595496,"SKU_1830","T-shirt",27,"2022-01-29 04:00",7.27,32783,"Belgium",0.13,"Bank Transfer",25.09,"Stationery","In-store","Not Returned","Royal Mail","Rome","High"
700806,"SKU_1309","USB Cable",24,"2024-02-28 21:00",22.44,59767,"Netherlands",0.04,"paypall",29.98,"Stationery","Online","Not Returned","UPS","Amsterdam","High"
277190,"SKU_1891","Notebook",25,"2021-02-13 04:00",68.92,60235,"Germany",0.01,"paypall",25.85,"Electronics","In-store","Returned","DHL","Amsterdam","High"
111981,"SKU_1988","Blue Pen",49,"2025-01-29 14:00",49.05,74734,"Italy",0.29,"paypall",18.47,"Stationery","In-store","Not Returned","FedEx","Rome","High"
438917,"SKU_1318","USB Cable",28,"2025-02-11 07:00",11.52,43162,"United States",0.11,"Bank Transfer",20.68,"Electronics","In-store","Not Returned","Royal Mail","Rome","Low"
277071,"SKU_1832","Wireless Mouse",7,"2022-06-04 04:00",78.62,27885,"Australia",0.22,"paypall",9.65,"Apparel","In-store","Not Returned","FedEx","London","High"
520141,"SKU_1946","Notebook",27,"2022-04-24 21:00",65.91,81095,"United States",0.04,"Credit Card",5.86,"Electronics","In-store","Not Returned","FedEx","Rome","High"
660837,"SKU_1843","Notebook",48,"2024-09-13 01:00",67.87,74573,"United Kingdom",0.01,"Credit Card",28.92,"Furniture","In-store","Not Returned","UPS","Berlin","High"
194515,"SKU_1877","T-shirt",42,"2021-08-22 10:00",55.6,92002,"Belgium",0.37,"Bank Transfer",16.02,"Apparel","Online","Not Returned","UPS","London","Low"
878424,"SKU_1773","Wireless Mouse",43,"2020-10-19 14:00",4.05,35051,"Australia",0.31,"Bank Transfer",10.47,"Electronics","Online","Not Returned","Royal Mail","London","High"
909343,"SKU_1156","Wall Clock",24,"2020-04-11 22:00",23.58,71155,"France",0.42,"Bank Transfer",13.99,"Accessories","In-store","Not Returned","FedEx","Berlin","Medium"
973621,"SKU_1234","Desk Lamp",25,"2023-07-24 17:00",72.09,78116,"Norway",0.33,"Credit Card",28.88,"Accessories","In-store","Returned","Royal Mail","Rome","High"
202974,"SKU_1766","Desk Lamp",22,"2020-02-23 14:00",16.08,95758,"Portugal",0.46,"Bank Transfer",16.42,"Furniture","Online","Not Returned","Royal Mail","Rome","Low"
128615,"SKU_1815","Headphones",38,"2023-03-25 03:00",48.85,82620,"France",0.29,"Credit Card",20.84,"Furniture","Online","Not Returned","DHL","Berlin","Low"
298812,"SKU_1996","Desk Lamp",41,"2024-04-30 13:00",47.43,99128,"Portugal",0.27,"paypall",18.02,"Stationery","In-store","Not Returned","FedEx","Paris","High"
722060,"SKU_1353","Wireless Mouse",28,"2024-07-12 15:00",1.72,59569,"Spain",0.36,"Bank Transfer",26.47,"Furniture","Online","Not Returned","FedEx","London","Medium"
202318,"SKU_1288","Desk Lamp",13,"2024-02-20 12:00",65.71,36869,"Spain",0.49,"paypall",17.85,"Apparel","In-store","Not Returned","UPS","Rome","Low"
725497,"SKU_1335","White Mug",18,"2023-08-09 01:00",17.47,92889,"Italy",0.39,"Bank Transfer",26.03,"Stationery","In-store","Not Returned","UPS","London","High"
